Timestamp (ms),acc_x,acc_y,acc_z,label,category,participant,set
2024-11-21 15:13:23.800,0.10350647959999999,-0.16324524899999998,-0.1112968482,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:24.000,0.1727949215,-0.06216726825,-0.1755705565,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:24.200,,-0.013723029999999997,-0.17479155,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:24.400,0.03723134057142858,0.15894468914285717,,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:24.600,0.07721012175000001,-0.065800853,-0.0767277290875,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:24.800,0.07085364933333334,0.07300025999999998,-0.02524687633333333,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:25.000,0.16732497545454544,-0.0185068873,-0.03146120878181818,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:25.200,0.06984147771428571,-0.09409810885714286,-0.15426741285714285,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:25.400,0.0835653314,-0.0644030956,-0.115515691,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:25.600,0.03763471566666667,-0.11423469577777778,-0.0771402941111111,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:25.800,-0.0043069300000000005,-0.10658110600000001,-0.045048474031578946,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:26.000,-0.058115916823529415,-0.12475580223529412,-0.05713132156470588,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:26.200,-0.05663935609090909,-0.13034161681818182,-0.01972741921818182,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:26.400,-0.04492013742857143,-0.15933230914285715,0.04384463164285714,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:26.600,0.009796337600000002,-0.18607252562499998,-0.077909862375,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:26.800,0.10136397558571429,,-0.19238247814285714,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:27.000,,-0.13143157221052632,-0.18295442063157896,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:27.200,0.158753389,-0.0044371820000000005,-0.19579802100000002,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:27.400,0.015037920086956518,0.06562379852173914,-0.09831466573913043,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:27.600,0.007148459449999996,0.014680614000000002,-0.09470134633333332,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:27.800,0.018045280000000007,0.037837159,-0.1034184331,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:28.000,0.06012785266666666,0.03241295,-0.18154850266666667,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:28.200,0.1553687152,0.023874140533333334,-0.04399251266666667,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:28.400,0.08728225366666666,-0.10579595233333333,-0.1288021945,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:28.600,0.0172110955,-0.12770127,0.01452643,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:28.800,0.0689305299375,-0.1343906264125,-0.11920247775000001,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:29.000,-0.0231567422,-0.0372714512,-0.048349356999999996,Arnold-press,Heavy,Razvan,21.0
